"provincia","count","lc0_desc","lc1_desc","lu1_desc"
"Guadalajara","5","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Guadalajara","4","Grassland","Grassland with sparse tree/shrub cover","Semi-natural and natural areas not in use"
"Guadalajara","4","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Guadalajara","3","Woodland","Pine dominated coniferous woodland","Forestry"
"Guadalajara","3","Cropland","Olive groves","Other abandoned areas"
"Guadalajara","3","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","3","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","3","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","2","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Guadalajara","2","Artificial land","Other artificial areas","Electricity gas and thermal power distribution"
"Guadalajara","2","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","2","Woodland","Broadleaved woodland","Forestry"
"Guadalajara","2","Cropland","Rape and turnip rape","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","2","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","2","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Bareland","Other bare soil","Other abandoned areas"
"Guadalajara","1","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Cropland","Tomatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Cropland","Apple fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Cropland","Mix of cereals","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Woodland","Other coniferous woodland","Forestry"
"Guadalajara","1","Cropland","Other fibre and oleaginous crops","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"Guadalajara","1","Cropland","Floriculture and ornamental plants","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Grassland","Spontaneously re-vegetated surfaces","Semi-natural and natural areas not in use"
"Guadalajara","1","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Woodland","Broadleaved woodland","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Woodland","Other mixed woodland","Forestry"
"Guadalajara","1","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Guadalajara","1","Shrubland","Shrubland with sparse tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Huelva","1","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Huelva","1","Grassland","Grassland with sparse tree/shrub cover","Forestry"
"Huelva","1","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Huelva","1","Woodland","Pine dominated coniferous woodland","Forestry"
"Huesca","31","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","14","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","7","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Huesca","5","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","5","Bareland","Other bare soil","Fallow land"
"Huesca","4","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","3","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","2","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","2","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","2","Woodland","Pine dominated coniferous woodland","Forestry"
"Huesca","1","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"Huesca","1","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Huesca","1","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","1","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","1","Cropland","Other Leguminous  and mixtures for fodder","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","1","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Huesca","1","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"Huesca","1","Grassland","Spontaneously re-vegetated surfaces","Water supply and treatment"
"Jaén","80","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","7","Woodland","Pine dominated coniferous woodland","Forestry"
"Jaén","4","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","3","Bareland","Other bare soil","Fallow land"
"Jaén","3","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","3","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Jaén","2","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","2","Woodland","Broadleaved woodland","Forestry"
"Jaén","2","Bareland","Other bare soil","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","2","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Jaén","1","Cropland","Olive groves","Other abandoned areas"
"Jaén","1","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Jaén","1","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","1","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Jaén","1","Shrubland","Shrubland with sparse tree cover","Forestry"
"Jaén","1","Cropland","Cotton","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","10","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","7","Woodland","Broadleaved woodland","Forestry"
"La Rioja","3","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","3","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","3","Woodland","Pine dominated coniferous woodland","Forestry"
"La Rioja","2","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","2","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","2","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","1","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","1","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","1","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","1","Shrubland","Shrubland without tree cover","Energy production"
"La Rioja","1","Shrubland","Shrubland with sparse tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","1","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"La Rioja","1","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"La Rioja","1","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"La Rioja","1","Bareland","Other bare soil","Agriculture (excluding fallow land and kitchen gardens)"
"León","17","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"León","16","Woodland","Broadleaved woodland","Forestry"
"León","13","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"León","12","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"León","11","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"León","11","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"León","11","Bareland","Other bare soil","Fallow land"
"León","10","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"León","8","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"León","7","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"León","7","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"León","5","Woodland","Pine dominated coniferous woodland","Forestry"
"León","5","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"León","5","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"León","5","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"León","5","Grassland","Grassland with sparse tree/shrub cover","Semi-natural and natural areas not in use"
"León","4","Shrubland","Shrubland with sparse tree cover","Forestry"
"León","4","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"León","4","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"León","3","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"León","3","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"León","2","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"León","1","Grassland","Grassland without tree/shrub cover","Other abandoned areas"
"León","1","Cropland","Potatoes","Agriculture (excluding fallow land and kitchen gardens)"
"León","1","Woodland","Other mixed woodland","Forestry"
"León","1","Cropland","Other Leguminous  and mixtures for fodder","Agriculture (excluding fallow land and kitchen gardens)"
"León","1","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"León","1","Grassland","Spontaneously re-vegetated surfaces","Other abandoned areas"
"León","1","Cropland","Mix of cereals","Agriculture (excluding fallow land and kitchen gardens)"
"León","1","Cropland","Sugar beet","Agriculture (excluding fallow land and kitchen gardens)"
"León","1","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","11","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","10","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","9","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","7","Bareland","Other bare soil","Fallow land"
"Lleida","6","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","5","Cropland","Other fruit trees and berries","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","4","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","4","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","3","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Lleida","3","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Lleida","3","Cropland","Pear fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","2","Cropland","Cherry fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","2","Cropland","Olive groves","Other abandoned areas"
"Lleida","2","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","2","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","1","Woodland","Pine dominated coniferous woodland","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","1","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"Lleida","1","Cropland","Nuts trees","Other abandoned areas"
"Lleida","1","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","1","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Lleida","1","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Lleida","1","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"Lugo","20","Woodland","Broadleaved woodland","Forestry"
"Lugo","11","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Lugo","7","Woodland","Pine dominated coniferous woodland","Forestry"
"Lugo","6","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"Lugo","4","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Lugo","4","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Lugo","3","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Lugo","2","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Lugo","1","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Lugo","1","Shrubland","Shrubland without tree cover","Forestry"
"Lugo","1","Woodland","Other coniferous woodland","Forestry"
"Lugo","1","Woodland","Pine dominated mixed woodland","Forestry"
"Lugo","1","Woodland","Other mixed woodland","Forestry"
"Madrid","8","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","7","Bareland","Other bare soil","Fallow land"
"Madrid","5","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","3","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","3","Grassland","Grassland with sparse tree/shrub cover","Semi-natural and natural areas not in use"
"Madrid","2","Woodland","Pine dominated coniferous woodland","Forestry"
"Madrid","2","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","2","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Madrid","2","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Cropland","Other fibre and oleaginous crops","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Cropland","Rape and turnip rape","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Artificial land","Other artificial areas","Electricity gas and thermal power distribution"
"Madrid","1","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Madrid","1","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Madrid","1","Bareland","Other bare soil","Other abandoned areas"
"Madrid","1","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Cropland","Tomatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Madrid","1","Shrubland","Shrubland with sparse tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Málaga","11","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Málaga","1","Woodland","Broadleaved woodland","Forestry"
"Málaga","1","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Málaga","1","Bareland","Other bare soil","Fallow land"
"Málaga","1","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Murcia","6","Bareland","Other bare soil","Fallow land"
"Murcia","4","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Murcia","4","Cropland","Other fresh vegetables","Agriculture (excluding fallow land and kitchen gardens)"
"Murcia","3","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Murcia","1","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"Murcia","1","Artificial land","Non built-up linear features","Road transport"
"Murcia","1","Cropland","Oranges","Agriculture (excluding fallow land and kitchen gardens)"
"Murcia","1","Woodland","Pine dominated mixed woodland","Amenities museum leisure (e.g. parks botanical gardens)"
"Murcia","1","Cropland","Other fruit trees and berries","Agriculture (excluding fallow land and kitchen gardens)"
"Murcia","1","Cropland","Nuts trees","Other abandoned areas"
"Murcia","1","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Murcia","1","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","11","Woodland","Broadleaved woodland","Forestry"
"Navarra","7","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","5","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","4","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Navarra","4","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","2","Woodland","Pine dominated coniferous woodland","Forestry"
"Navarra","2","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","1","Woodland","Pine dominated mixed woodland","Forestry"
"Navarra","1","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","1","Grassland","Grassland without tree/shrub cover","Forestry"
"Navarra","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Navarra","1","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Navarra","1","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Ourense","6","Woodland","Broadleaved woodland","Forestry"
"Ourense","6","Woodland","Pine dominated mixed woodland","Forestry"
"Ourense","5","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Ourense","5","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"Ourense","4","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Ourense","4","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Ourense","3","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Ourense","3","Shrubland","Shrubland with sparse tree cover","Forestry"
"Ourense","2","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Ourense","2","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Ourense","1","Woodland","Pine dominated coniferous woodland","Forestry"
"Ourense","1","Grassland","Spontaneously re-vegetated surfaces","Road transport"
"Ourense","1","Cropland","Potatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Ourense","1","Cropland","Apple fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Ourense","1","Bareland","Rocks and stones","Semi-natural and natural areas not in use"
"Ourense","1","Shrubland","Shrubland without tree cover","Forestry"
"Ourense","1","Bareland","Other bare soil","Forestry"
"Ourense","1","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Ourense","1","Artificial land","Other artificial areas","Electricity gas and thermal power distribution"
"Ourense","1","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","36","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","26","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","14","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","10","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","10","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","4","Bareland","Other bare soil","Fallow land"
"Palencia","3","Grassland","Spontaneously re-vegetated surfaces","Other abandoned areas"
"Palencia","3","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","3","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","2","Cropland","Other Leguminous  and mixtures for fodder","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","2","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","2","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Palencia","1","Woodland","Broadleaved woodland","Forestry"
"Palencia","1","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","1","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","1","Cropland","Other fibre and oleaginous crops","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","1","Cropland","Mix of cereals","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","1","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Palencia","1","Cropland","Potatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Pontevedra","12","Woodland","Broadleaved woodland","Forestry"
"Pontevedra","7","Woodland","Pine dominated coniferous woodland","Forestry"
"Pontevedra","5","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Pontevedra","4","Cropland","Temporary grassland","Agriculture (excluding fallow land and kitchen gardens)"
"Pontevedra","3","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Pontevedra","3","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Pontevedra","2","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Pontevedra","2","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Pontevedra","2","Grassland","Grassland without tree/shrub cover","Other abandoned areas"
"Pontevedra","1","Woodland","Other mixed woodland","Semi-natural and natural areas not in use"
"Pontevedra","1","Shrubland","Shrubland without tree cover","Other abandoned areas"
"Pontevedra","1","Shrubland","Shrubland with sparse tree cover","Forestry"
"Pontevedra","1","Grassland","Spontaneously re-vegetated surfaces","Forestry"
"Pontevedra","1","Grassland","Spontaneously re-vegetated surfaces","Road transport"
"Pontevedra","1","Shrubland","Shrubland without tree cover","Forestry"
"Pontevedra","1","Artificial land","Other artificial areas","Electricity gas and thermal power distribution"
"Pontevedra","1","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Pontevedra","1","Bareland","Rocks and stones","Semi-natural and natural areas not in use"
"Pontevedra","1","Cropland","Pear fruit","Kitchen gardens"
"Pontevedra","1","Woodland","Pine dominated mixed woodland","Forestry"
"Salamanca","8","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","7","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","6","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","4","Bareland","Other bare soil","Fallow land"
"Salamanca","3","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","2","Woodland","Broadleaved woodland","Forestry"
"Salamanca","2","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Cropland","Potatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Cropland","Mix of cereals","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Salamanca","1","Woodland","Pine dominated coniferous woodland","Forestry"
"Segovia","12","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","11","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","11","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","9","Woodland","Pine dominated coniferous woodland","Forestry"
"Segovia","8","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","7","Woodland","Broadleaved woodland","Forestry"
"Segovia","5","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","4","Bareland","Other bare soil","Fallow land"
"Segovia","4","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","4","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Segovia","3","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Segovia","3","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Segovia","3","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Segovia","2","Woodland","Broadleaved woodland","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","2","Woodland","Other coniferous woodland","Semi-natural and natural areas not in use"
"Segovia","2","Shrubland","Shrubland with sparse tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","2","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","1","Woodland","Other mixed woodland","Semi-natural and natural areas not in use"
"Segovia","1","Cropland","Other root crops","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","1","Cropland","Apple fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","1","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Segovia","1","Woodland","Pine dominated mixed woodland","Semi-natural and natural areas not in use"
"Segovia","1","Grassland","Grassland without tree/shrub cover","Forestry"
"Segovia","1","Woodland","Other coniferous woodland","Forestry"
"Segovia","1","Cropland","Potatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","1","Grassland","Spontaneously re-vegetated surfaces","Semi-natural and natural areas not in use"
"Segovia","1","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Segovia","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","6","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","6","Cropland","Cotton","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","4","Bareland","Other bare soil","Fallow land"
"Sevilla","3","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","3","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","2","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","1","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","1","Cropland","Oranges","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","1","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Sevilla","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","1","Cropland","Tomatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","1","Bareland","Other bare soil","Agriculture (excluding fallow land and kitchen gardens)"
"Sevilla","1","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","29","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","28","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","22","Woodland","Pine dominated coniferous woodland","Forestry"
"Soria","19","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Soria","13","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Soria","13","Bareland","Other bare soil","Fallow land"
"Soria","10","Woodland","Broadleaved woodland","Forestry"
"Soria","8","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Soria","6","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","6","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","5","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","5","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Soria","5","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","4","Grassland","Spontaneously re-vegetated surfaces","Semi-natural and natural areas not in use"
"Soria","4","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Soria","4","Grassland","Grassland with sparse tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","3","Woodland","Pine dominated mixed woodland","Forestry"
"Soria","3","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","3","Woodland","Other coniferous woodland","Semi-natural and natural areas not in use"
