Depth;POINTID;OC;TH_LAT;TH_LONG;SURVEY_DATE;Elev;LC0_Desc;LC1_Desc;LU1_Desc
0-20 cm;99482116;20.9;41.46846272;-1.652960157;06/07/18;1262;Shrubland;Shrubland without tree cover;Energy production
0-20 cm;99502028;4.4;40.68587714;-1.482714582;20/07/18;1278;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99502070;12.2;41.06082791;-1.552056371;14/07/18;1113;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99502132;16.1;41.61393122;-1.656520439;24/07/18;801;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99521972;10.9;40.18830771;-1.368817936;15/08/18;1203;Bareland;Other bare soil;Fallow land
0-20 cm;99522030;61.7;40.70646892;-1.462626653;21/07/18;1187;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99522038;7.4;40.77790656;-1.475731988;21/07/18;1107;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99522120;16.6;41.50968869;-1.612445752;24/07/18;702;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99522152;18.9;41.79504037;-1.667001639;08/08/18;814;Bareland;Other bare soil;Fallow land
0-20 cm;99522164;12.6;41.90201549;-1.687638322;08/08/18;528;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99522170;5.5;41.95549658;-1.697993447;14/06/18;473;Grassland;Spontaneously re-vegetated surfaces;Other abandoned areas
0-20 cm;99542032;27.6;40.72705649;-1.442526692;21/07/18;1103;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99542036;27.7;40.7627771;-1.44906654;21/07/18;1074;Grassland;Grassland without tree/shrub cover;Other abandoned areas
0-20 cm;99542042;12.1;40.81635431;-1.458895395;24/07/18;1084;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99542114;5.6;41.45893631;-1.578653746;24/07/18;563;Cropland;Other fruit trees and berries;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99542154;30.3;41.8156543;-1.646662217;08/08/18;660;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99562026;29.7;40.67619106;-1.409380889;21/07/18;1139;Woodland;Broadleaved woodland;Forestry
0-20 cm;99562152;18.1;41.80059994;-1.619468973;03/08/18;632;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99562164;6.7;41.90758638;-1.64002511;08/08/18;541;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99581994;8.9;40.3930161;-1.334392961;28/05/18;1138;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;99582000;16.1;40.44662991;-1.344025134;02/06/18;1206;Bareland;Other bare soil;Fallow land
0-20 cm;99582004;69.4;40.48236996;-1.350459011;02/06/18;1207;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;99582012;16.5;40.5538441;-1.363356689;21/06/18;1155;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99582030;10;40.7146319;-1.392523103;21/07/18;1024;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99582102;27.4;41.35738503;-1.511254366;15/07/18;1015;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;99582148;19.2;41.76770343;-1.588882758;03/08/18;672;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99601972;52.9;40.19907804;-1.276077725;14/08/18;1204;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99601984;9.7;40.30633938;-1.295163567;26/05/18;1251;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99601998;17.7;40.4314549;-1.317542415;02/06/18;1166;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99602008;20.1;40.5208082;-1.333601637;13/05/18;1100;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99602016;14.8;40.5922819;-1.346493862;13/05/18;1060;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99602034;24.2;40.75306881;-1.375648037;21/07/18;1015;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99602044;26.2;40.84237762;-1.391933106;22/07/18;1066;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99602062;5;41.00310254;-1.421406464;14/07/18;1121;Bareland;Other bare soil;Fallow land
0-20 cm;99602136;6.8;41.66344662;-1.544778506;17/07/18;935;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99621986;16;40.32689953;-1.275119805;27/05/18;1190;Bareland;Other bare soil;Fallow land
0-20 cm;99622004;23;40.48776127;-1.30388023;13/05/18;1066;Shrubland;Shrubland without tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99622018;45.8;40.61284818;-1.326388373;15/05/18;1029;Bareland;Other bare soil;Fallow land
0-20 cm;99622104;18.4;41.38071156;-1.467375238;24/07/18;791;Cropland;Pear fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99641988;41.3;40.34745543;-1.255064178;04/06/18;1158;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99642006;26.2;40.5083206;-1.283789868;01/06/18;1041;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99642010;10.7;40.54406296;-1.290200573;13/05/18;1045;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99642016;24.1;40.5976728;-1.299835278;22/06/18;1033;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99642028;9.3;40.70487915;-1.31917208;15/05/18;1034;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99642042;23.7;40.82993085;-1.341845886;22/06/18;981;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99642046;9.4;40.86565549;-1.348346825;22/06/18;975;Bareland;Other bare soil;Fallow land
0-20 cm;99642060;21;40.99067633;-1.37118004;14/07/18;1056;Woodland;Broadleaved woodland;Forestry
0-20 cm;99642142;9.1;41.7224643;-1.507458802;26/07/18;629;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99661990;8.8;40.3680071;-1.23499667;04/06/18;1075;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99662002;7.8;40.47525728;-1.254101709;14/05/18;1058;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99662020;21.3;40.63609916;-1.282926203;15/05/18;1081;Bareland;Other bare soil;Fallow land
0-20 cm;99662026;21.8;40.68970425;-1.292579164;22/06/18;1097;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99662110;28.9;41.43971431;-1.430117461;24/07/18;626;Cropland;Olive groves;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99662144;13;41.74304779;-1.487087881;26/07/18;543;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99681974;16.3;40.22764238;-1.186459983;12/05/18;868;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99681980;27.2;40.28128423;-1.195923782;25/05/18;1136;Shrubland;Shrubland with sparse tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99681992;6.8;40.38855452;-1.214917268;02/06/18;1083;Bareland;Other bare soil;Fallow land
0-20 cm;99682010;7.1;40.54942652;-1.24357325;01/06/18;1091;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99682016;13.9;40.60304164;-1.253169722;01/06/18;1098;Cropland;Triticale;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99682024;29.4;40.67452157;-1.265999805;22/06/18;1177;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99682052;5.1;40.92463957;-1.31122049;23/06/18;944;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99682068;8.1;41.06752121;-1.337283174;10/07/18;985;Cropland;Cherry fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99682096;15.1;41.31748945;-1.383286842;12/07/18;730;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99702020;19.8;40.64146049;-1.236231627;01/06/18;1227;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;99702092;7.3;41.28449554;-1.353102606;12/07/18;883;Cropland;Nuts trees;Other abandoned areas
0-20 cm;99702110;27.7;41.44515636;-1.382837992;12/07/18;496;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;99702120;28.3;41.5343956;-1.399448713;17/07/18;439;Cropland;Other fruit trees and berries;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99702164;26.3;41.92690679;-1.473318595;28/09/18;331;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99721992;10.8;40.39388034;-1.168397292;31/05/18;1041;Cropland;Triticale;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99722042;20.3;40.84069243;-1.248174397;30/06/18;1083;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99722064;14.4;41.03719303;-1.283770592;24/06/18;1082;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99722078;10;41.16220834;-1.306582371;10/07/18;959;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99722082;14.3;41.19792265;-1.313122991;14/07/18;925;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99722122;26.2;41.55496011;-1.379096458;17/07/18;450;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;99722150;11.4;41.80477276;-1.425899475;30/07/18;447;Bareland;Other bare soil;Fallow land
0-20 cm;99722162;15.2;41.9118069;-1.446116866;28/09/18;321;Bareland;Other bare soil;Fallow land
0-20 cm;99741972;19.1;40.2177153;-1.113716865;23/05/18;1189;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99741998;17.6;40.45017128;-1.154607552;31/05/18;1211;Bareland;Other bare soil;Fallow land
0-20 cm;99742056;24.5;40.96842783;-1.247323651;23/06/18;1123;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;99742070;9.9;41.09346292;-1.270018767;10/07/18;1038;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99742074;12.7;41.12918289;-1.276525914;10/07/18;1000;Bareland;Other bare soil;Fallow land
0-20 cm;99742110;28.4;41.45057602;-1.335551189;12/07/18;451;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99742128;10.1;41.61121447;-1.365378186;13/07/18;432;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99742142;12.9;41.73612887;-1.388723613;13/07/18;450;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99761994;8.3;40.41706429;-1.125019319;31/05/18;1227;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762000;16.9;40.47070168;-1.134480429;31/05/18;1179;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762004;16.8;40.50645749;-1.140800054;03/06/18;1243;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762022;14.2;40.66733434;-1.169359917;21/06/18;1304;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762054;16.3;40.95324005;-1.220628785;23/06/18;1082;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762084;5.3;41.22116406;-1.269277841;10/07/18;933;Bareland;Other bare soil;Fallow land
0-20 cm;99762090;32.3;41.27473587;-1.279076345;12/07/18;852;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99762094;7.1;41.31044801;-1.285621493;12/07/18;813;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762144;15.4;41.75668885;-1.368309875;13/07/18;413;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99762162;19.5;41.91726307;-1.398479047;27/09/18;293;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99781948;6.9;40.00832128;-1.030080024;21/07/18;1230;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99781984;2.4;40.33029899;-1.086058857;23/05/18;1013;Bareland;Other bare soil;Fallow land
0-20 cm;99782052;7.4;40.93804447;-1.193947633;23/06/18;1092;Bareland;Other bare soil;Fallow land
0-20 cm;99782056;10.4;40.97377669;-1.20038329;23/06/18;1207;Bareland;Other bare soil;Fallow land
0-20 cm;99782062;12.9;41.02737139;-1.210055627;25/06/18;1133;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99782070;8.1;41.09882423;-1.222987377;24/06/18;1043;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99782074;14;41.13454776;-1.229468429;10/07/18;1008;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99782092;13.3;41.29527989;-1.258759034;12/07/18;768;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99801978;10.5;40.27927934;-1.0534516;23/05/18;1117;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99801996;12.7;40.44022921;-1.081611629;14/06/18;1095;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99802018;12.6;40.63689174;-1.116296935;21/06/18;1248;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99802032;40.7;40.76200988;-1.13852405;29/06/18;1360;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99802036;22.3;40.79775354;-1.144896902;30/06/18;1362;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99802040;13.4;40.83349527;-1.151279679;30/06/18;1315;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99802058;8.7;40.99430906;-1.180125571;26/06/18;1246;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99802094;4.9;41.31581965;-1.238429334;12/07/18;703;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99821988;11;40.37133181;-1.0458152;12/06/18;1143;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99822024;8.4;40.69316324;-1.102436691;20/06/18;1247;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99822042;18.3;40.85401979;-1.131045529;30/06/18;1250;Bareland;Other bare soil;Fallow land
0-20 cm;99822046;11.8;40.88976036;-1.137430311;30/06/18;1065;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99822088;3.3;41.26492009;-1.205075842;10/07/18;840;Grassland;Grassland without tree/shrub cover;Other abandoned areas
0-20 cm;99822186;9.2;42.1394781;-1.367325651;22/09/18;404;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99842008;9.1;40.55278066;-1.053852129;05/06/18;1129;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99842012;4.1;40.58853947;-1.060140335;05/06/18;1164;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99842048;12.8;40.9102814;-1.117176029;30/06/18;1132;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99842164;19.7;41.94595055;-1.306519253;26/09/18;328;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;99842170;9.7;41.99947649;-1.316550319;22/09/18;389;Bareland;Other bare soil;Fallow land
0-20 cm;99842206;14.1;42.32054431;-1.377241234;26/09/18;424;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99861962;103.2;40.14402238;-0.959054878;08/06/18;1495;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99861992;5.8;40.41234754;-1.005523824;14/06/18;1258;Bareland;Other bare soil;Fallow land
0-20 cm;99862010;8.3;40.57328972;-1.033665031;05/06/18;1132;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99862028;14.4;40.73419248;-1.062003366;29/06/18;1388;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99862060;17.7;41.02014511;-1.112875193;26/06/18;1227;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;99862160;16.2;41.91296036;-1.276022644;27/09/18;294;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99862190;20.4;42.18057599;-1.326235878;18/09/18;415;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99881958;34.4;40.11083907;-0.929732333;08/06/18;1473;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99881972;14.2;40.23608405;-0.951273587;10/06/18;1239;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99881990;17.2;40.39707795;-0.979141058;12/06/18;1332;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99882026;10;40.71894714;-1.035461941;20/06/18;1298;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99882048;14.2;40.91556771;-1.070269991;27/06/18;1231;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99882074;13.2;41.14786249;-1.111793609;07/07/18;1049;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99882098;6.8;41.36221685;-1.150499808;07/07/18;676;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99882116;10;41.5229378;-1.179769656;10/07/18;509;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99882128;23.8;41.63006387;-1.199398372;13/07/18;438;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99882200;16;42.27246692;-1.319146618;21/09/18;453;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99901934;82.3;39.89866328;-0.869979518;21/07/18;1437;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;99901970;14.6;40.22079472;-0.924982591;08/06/18;1190;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99901978;11.3;40.29235782;-0.937309457;07/06/18;1265;Woodland;Broadleaved woodland;Forestry
0-20 cm;99902036;12.4;40.81095697;-1.027829999;29/06/18;1283;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99902100;10.7;41.38273438;-1.13011606;07/07/18;685;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99902114;5.4;41.50774582;-1.152835104;03/06/18;533;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99902140;17.8;41.73984873;-1.195361301;21/07/18;323;Bareland;Other bare soil;Fallow land
0-20 cm;99902172;24.3;42.02540542;-1.24830446;22/09/18;377;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99902190;18.5;42.18597883;-1.27838152;18/09/18;403;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99921954;59.8;40.08023405;-0.877284684;11/08/18;1209;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99921966;19.2;40.18760439;-0.895637793;08/06/18;1128;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99921980;7.9;40.31284744;-0.917157381;10/06/18;1325;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99922016;13.9;40.63479123;-0.973031446;16/06/18;1251;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99922020;15.7;40.67055305;-0.979287947;16/06/18;1271;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99922034;3.2;40.79570423;-1.001262448;29/06/18;1403;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99922038;11.5;40.83145737;-1.007562889;29/06/18;1226;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99922196;17;42.24219067;-1.264504585;21/09/18;511;Bareland;Other bare soil;Fallow land
0-20 cm;99922200;16.7;42.27786766;-1.271219993;21/09/18;478;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99941950;29.4;40.04702197;-0.848038706;11/08/18;1048;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99941964;12.5;40.1722984;-0.869382064;08/06/18;1089;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99941968;16.4;40.20808724;-0.875501347;08/06/18;1099;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99941982;12.7;40.33333278;-0.896993384;11/06/18;1240;Woodland;Other mixed woodland;Semi-natural and natural areas not in use
0-20 cm;99942018;19.9;40.65528316;-0.952796106;16/06/18;1264;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99942022;7.5;40.69104573;-0.959044636;16/06/18;1275;Bareland;Other bare soil;Fallow land
0-20 cm;99942048;11;40.92345555;-0.999897916;27/06/18;1292;Grassland;Grassland with sparse tree/shrub cover;Forestry
0-20 cm;99942054;8.2;40.97707707;-1.009384511;27/06/18;1295;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;99942144;15.8;41.780888;-1.154392509;03/08/18;272;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99942180;18;42.10214695;-1.21385183;20/09/18;364;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99942216;13.9;42.42325652;-1.274167718;25/09/18;652;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99961954;284.2;40.08539587;-0.830963823;22/08/18;1176;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;99961962;25.6;40.15698476;-0.843139622;04/08/18;1035;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;99961984;5;40.35381382;-0.876817451;11/06/18;1303;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99961990;31.5;40.40748423;-0.886052102;02/07/18;1485;Woodland;Other coniferous woodland;Semi-natural and natural areas not in use
0-20 cm;99962080;8.3;41.21201956;-1.027185798;07/07/18;854;Bareland;Other bare soil;Fallow land
0-20 cm;99962088;6.9;41.28348703;-1.039972574;07/07/18;836;Bareland;Other bare soil;Fallow land
0-20 cm;99962116;20.7;41.53356376;-1.085043834;10/07/18;663;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99962128;7.8;41.64071133;-1.104512597;13/07/18;400;Cropland;Triticale;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99962134;13.5;41.69427881;-1.114281576;13/07/18;312;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99962170;18.7;42.0155958;-1.173384519;17/09/18;364;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99962182;18.3;42.12266816;-1.193273631;20/09/18;386;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99962206;14.1;42.33676324;-1.233337739;21/09/18;640;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99981964;11.7;40.17745764;-0.82299518;04/08/18;979;Bareland;Other bare soil;Fallow land
0-20 cm;99981990;9.3;40.41007205;-0.862775694;02/07/18;1369;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;99981996;13.8;40.46374062;-0.872012739;01/07/18;1477;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99982022;13.4;40.69625413;-0.912289123;16/06/18;1358;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99982054;31.5;40.98231309;-0.962422192;26/06/18;1233;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99982068;13;41.10742546;-0.98455294;01/07/18;919;Bareland;Other bare soil;Fallow land
0-20 cm;99982076;14.7;41.17890779;-0.99725358;01/07/18;883;Bareland;Other bare soil;Fallow land
0-20 cm;99982144;15.3;41.7862036;-1.106835103;17/07/18;266;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99982158;16.2;41.91116813;-1.129763059;17/09/18;420;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99001970;9.4;40.23371911;-0.808925089;05/08/18;1011;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99001998;16.8;40.48421487;-0.851793013;01/07/18;1433;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99002034;6.3;40.80614165;-0.907596901;18/06/18;1223;Bareland;Other bare soil;Fallow land
0-20 cm;99002124;22.8;41.61028377;-1.050585751;13/07/18;424;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99002136;13;41.71743086;-1.070035724;03/06/18;271;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99021972;12.4;40.25418409;-0.788748985;09/06/18;1094;Cropland;Nuts trees;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99021994;10.5;40.45101408;-0.822348113;01/07/18;1448;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99022002;11;40.5225741;-0.834637077;01/07/18;1411;Cropland;Rye;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99022030;29.8;40.77297349;-0.877950102;17/06/18;1397;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;99022044;12.6;40.89813797;-0.899784123;28/06/18;1229;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99022170;31.4;42.02357904;-1.101776529;17/09/18;498;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;99022174;14.3;42.05927712;-1.108354909;03/06/18;431;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99041970;9.7;40.23885047;-0.762490596;09/06/18;1072;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;99041988;21.1;40.39990946;-0.789881314;12/06/18;1626;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;99041998;7.1;40.48936973;-0.805180992;01/07/18;1455;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99042006;6.4;40.56092927;-0.817463487;01/07/18;1373;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;99042016;70.5;40.65036786;-0.832870307;18/06/18;1431;Shrubland;Shrubland without tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;99042024;11.5;40.72191009;-0.845238922;17/06/18;1321;Cropland;Common wheat;Agriculture (excluding fallow land and kitchen gardens)
