id,datoid,band,long,lat,read,map,map_rescaled
8211,4255,03,2.3349465187789544,38.67186430570113,3.28,1402,0.1402
8212,13563,07,4.7601483884259626,37.96719379213143,5.52,1298,0.1298
8213,7993,02,4.323972395758433,38.61955244246846,1.98,1600,0.16
8214,3895,12,2.424468975529198,39.161241606423964,3.39,1301.5,0.13015
8215,7624,04,4.266034563362332,38.917021181402816,1.97,1317,0.1317
8216,4307,03,1.688916564028699,39.05391438071316,12.2,1402,0.1402
8217,4454,03,1.833726133180753,39.151238496950775,7.44,1402,0.1402
8218,4212,8A,3.225772346253833,38.13287195019426,11.17,1326.5,0.13265
8219,8166,07,3.367709749914277,38.636901998222775,1.77,1298,0.1298
8220,4092,02,2.91854653919807,38.49642539098115,0.53,1600,0.16
8221,8826,06,1.605888068891543,37.60983980590405,1.95,1296,0.1296
8222,13189,11,4.939809583042282,38.49641289753712,3.5,1291,0.1291
8223,13321,03,4.984724842395069,38.39087728001508,1.15,1402,0.1402
8224,8501,07,2.7837939617913254,37.61224686136597,1.87,1298,0.1298
8225,3936,04,3.0076987445241805,39.05672356090397,2.49,1317,0.1317
8226,4366,07,2.1279093922545433,38.92481614401414,12.33,1298,0.1298
8227,3860,12,2.604135818752025,39.196060260929926,5.45,1301.5,0.13015
8228,13391,08,4.400826195026053,38.320434540642204,5.79,1308.5,0.13085
8229,4570,05,1.7871083130396501,38.79088788942411,13.67,1327.5,0.13275
8230,4790,12,2.7277574747795024,38.126894150903034,5.53,1301.5,0.13015
8231,13524,05,4.7601483965108,38.03797871738952,3.52,1327.5,0.13275
8232,11210,07,4.221108418224933,38.00259199285396,2.77,1298,0.1298
8233,8190,11,3.2778789078152015,38.917028065962484,0.88,1291,0.1291
8234,4136,03,3.2778782870793406,38.28519656810784,2.75,1402,0.1402
8235,4246,07,2.469380804215915,38.707035291288015,0.73,1298,0.1298
8236,4915,05,1.6487574097948554,38.5670819823723,9.41,1327.5,0.13275
8237,4791,04,3.4517374492267963,38.203469188252974,0.52,1317,0.1317
8238,7534,06,4.176466042800949,39.056756206801346,1.91,1296,0.1296
8239,8134,04,3.457544240071721,38.986885360069216,2.12,1317,0.1317
8240,4864,05,2.0015576375010093,38.0153617055434,6.62,1327.5,0.13275
8241,7942,11,3.951309276259986,38.21473734460548,1.25,1291,0.1291
8242,4647,11,3.3227906296023995,38.14403520462983,1.74,1291,0.1291
8243,13197,11,4.6706322890529846,38.461082710716894,8.5,1291,0.1291
8244,3883,12,2.3730769788605817,39.28239066348274,12.39,1301.5,0.13015
8245,8190,07,3.2778789078152015,38.917028065962484,0.88,1298,0.1298
8246,11348,08,3.4142172542435443,37.718888794685306,1.07,1308.5,0.13085
8247,8103,03,3.6821239378573187,39.091547214699666,13.7,1402,0.1402
8248,11398,8A,3.726677998109089,37.57664067109194,4.79,1326.5,0.13265
8249,8543,07,2.828711323201876,37.82542460733827,0.81,1298,0.1298
8250,7568,05,4.715195851683831,39.02178076036749,4.18,1327.5,0.13275
8251,5112,04,2.3795490727847084,38.32044492906911,1.4,1317,0.1317
8252,13521,02,4.804569612101725,38.10845497595328,1.34,1600,0.16
8253,7628,06,3.6372081413119925,38.88206855106322,2.2,1296,0.1296
8254,13567,05,4.939809477939395,37.96719377796745,1.7,1327.5,0.13275
8255,3788,04,3.053300622181231,39.40460543451592,15.03,1317,0.1317
8256,8251,06,3.098209734362528,38.707037429348944,1.48,1296,0.1296
8257,5993,05,2.918539051740177,37.11245407516326,2.88,1327.5,0.13275
8258,8783,08,1.720340508524602,37.88865886609967,1.85,1308.5,0.13085
8259,7921,08,4.176196929999709,38.39087739266991,2.83,1308.5,0.13085
8260,5900,08,2.8736251362670555,37.29133084409403,1.7,1308.5,0.13085
8261,7800,8A,3.861648905655748,38.32051124863871,1.23,1326.5,0.13265
8262,11347,03,3.367567753217316,37.71890319117757,1.26,1402,0.1402
8263,7846,11,3.7719574102235454,38.531568560576304,4.22,1291,0.1291
8264,5208,06,2.2899881905981863,37.96719983306571,5.86,1296,0.1296
8265,4033,04,2.289887760746052,38.881836661042655,1.65,1317,0.1317
8266,7977,05,4.408654310244603,38.55432649640805,3.28,1327.5,0.13275
8267,13537,05,4.400251292108838,38.002389531291406,6.66,1327.5,0.13275
8268,8803,04,2.0758095141588875,37.83368832933436,1.8,1317,0.1317
8269,5888,04,3.3227817641288606,37.327057367341666,3.91,1317,0.1317
8270,3742,08,2.7388783817399824,38.84710039733691,0.61,1308.5,0.13085
8271,5861,04,2.8737781166649947,37.36283593986548,8.93,1317,0.1317
8272,4214,05,2.9836020146444016,38.24337190052715,1.53,1327.5,0.13275
8273,8426,07,1.644591083694233,37.53631407760968,1.7,1298,0.1298
8274,13284,05,5.029640090069757,38.24992321639987,0.51,1327.5,0.13275
8275,5834,03,3.5922796964874655,37.43412984602779,2.89,1402,0.1402
8276,5090,8A,2.739848868572343,38.03832460667796,0.42,1326.5,0.13265
8277,4900,06,1.6937659250539168,38.597848314108475,8.99,1296,0.1296
8278,4202,04,3.2054333779036748,38.0790227745826,1.47,1317,0.1317
8279,13506,8A,5.254324241261647,38.14384419080224,0.35,1326.5,0.13265
8280,5748,05,2.8736258091052034,37.61224675462466,0.88,1327.5,0.13275
8281,4234,11,3.143128551942155,38.35567510352403,1.84,1291,0.1291
8282,11178,05,3.6371987620021105,38.03798587036938,0.84,1327.5,0.13275
8283,8283,02,3.3444999572572294,38.48063299613256,1.36,1600,0.16
8284,7608,03,4.400782953721538,38.951958337226884,1.91,1402,0.1402
8285,8139,06,3.1880458136397096,38.95196740500068,1.55,1296,0.1296
8286,5119,07,2.693964942373962,38.32044541536586,0.42,1298,0.1298
8287,4428,05,1.8381755256139238,39.218948799818456,13.33,1327.5,0.13275
8288,7979,04,4.440944624136492,38.794010269939946,2.4,1317,0.1317
8289,7981,12,3.8759181561587868,38.51671684022033,0.58,1301.5,0.13015
8290,11166,04,3.951569271161093,38.07381010611897,1.16,1317,0.1317
8291,11435,06,3.2093304402860894,37.800534131019916,8.58,1296,0.1296
8292,4042,05,2.9634603010592775,38.8121105605119,0.49,1327.5,0.13275
8293,7453,05,4.265459553545598,39.26596418867732,3.43,1327.5,0.13275
8294,7929,07,3.8618742480447694,38.35572726693677,2.25,1298,0.1298
8295,7656,12,3.9965370550085413,38.84709373687573,2.53,1301.5,0.13015
8296,8548,12,2.3794877394103695,37.7899015645825,2.79,1301.5,0.13015
8297,13200,08,4.805027796914075,38.461167112658764,4.06,1308.5,0.13085
8298,7917,03,3.996532438566296,38.39088121589286,2.07,1402,0.1402
8299,4002,03,2.8736323928579206,39.12640442785376,8.48,1402,0.1402
8300,8406,12,2.009411111261714,37.58791861730295,2.52,1301.5,0.13015
8301,4973,03,2.3794410386936944,38.53146366538861,0.9,1402,0.1402
8302,11274,8A,4.176245209056338,37.89644513955748,4.43,1326.5,0.13265
8303,4609,08,2.9185437589122656,38.74207858153186,1.06,1308.5,0.13085
8304,4085,03,3.2336007660012633,38.3927542258293,0.94,1402,0.1402
8305,7425,03,4.131295678077148,39.33514567175287,2.05,1402,0.1402
8306,5818,06,2.8286651417114346,37.43409447299349,3.01,1296,0.1296
8307,7423,11,4.0414610873083925,39.335146665321645,9.19,1291,0.1291
8308,4739,02,2.0134375849439587,38.281298332045715,7.2,1600,0.16
8309,13190,07,4.985227916920481,38.49624416200879,13.4,1298,0.1298
8310,11360,06,3.3677020881832185,37.68337216567348,2.78,1296,0.1296
8311,7982,05,3.978849987937273,38.98620465936164,3.13,1327.5,0.13275
8312,4484,04,1.7375073342653773,39.08679133089936,10.7,1317,0.1317
8313,11375,05,3.547365311195451,37.647816324047724,1.72,1327.5,0.13275
8314,4961,12,2.4693817465486476,38.601806646037716,1.01,1301.5,0.13015
8315,4904,05,1.8736431132920968,38.58806127124653,4.21,1327.5,0.13275
8316,4311,05,1.8688919516021625,39.04501892247894,2.4,1327.5,0.13275
8317,5949,12,3.1423534100565327,37.22192794994152,10.17,1301.5,0.13015
8318,5148,06,2.6490473842323636,38.21465117290196,1.56,1296,0.1296
8319,13285,11,5.0745553682871645,38.24992320934523,1.02,1291,0.1291
8320,8713,8A,1.7220248667503164,37.38907183733464,1.36,1326.5,0.13265
8321,5876,05,2.783794871784708,37.327056017260155,10.09,1327.5,0.13275
8322,8875,12,2.1492963639612435,37.24549389391501,4.07,1301.5,0.13015
8323,11262,02,3.6371985877289457,37.8963437128614,1.69,1600,0.16
8324,4067,02,2.514296872950772,38.74207725027807,0.86,1600,0.16
8325,5229,8A,2.7388794767863134,37.93178193213632,0.5,1326.5,0.13265
8326,7524,08,3.7270403326806236,39.05667620339909,2.38,1308.5,0.13085
8327,4858,02,2.0518044914898343,38.04865229431384,2.23,1600,0.16
8328,3741,08,2.6945012240221673,38.847939883308904,0.68,1308.5,0.13085
8329,8543,03,2.828711323201876,37.82542460733827,0.81,1402,0.1402
8330,7774,02,3.7270408312456063,38.601806456488504,2.66,1600,0.16
8331,8698,11,1.6353955682215569,37.42955319694678,2.79,1291,0.1291
8332,4981,11,2.289715511485268,38.4964245754272,4.02,1291,0.1291
8333,8364,04,3.7270387759002364,38.4260819488531,1.77,1317,0.1317
8334,8504,12,2.289836859507108,37.576656768263796,3.51,1301.5,0.13015
8335,5731,06,2.9634587020580723,37.68337387189968,0.55,1296,0.1296
8336,13232,05,5.119551365522741,37.789932686826674,4.84,1327.5,0.13275
8337,13564,02,4.804300101346814,37.96719379213143,6.2,1600,0.16
8338,13454,05,4.805063675626522,38.073345551150595,3.55,1327.5,0.13275
8339,4111,07,3.008378111627471,38.320444844495775,1.57,1298,0.1298
8340,5099,08,2.7394301233942273,38.387621763982786,1.17,1308.5,0.13085
8341,13402,07,4.894840369975217,38.32032175493176,1.15,1298,0.1298
8342,4001,07,2.828563166757012,39.12648091661305,5.28,1298,0.1298
8343,5755,12,3.188037983923693,37.61224580106896,2.36,1301.5,0.13015
8344,11393,06,3.5024488516934444,37.57665564338414,0.61,1296,0.1296
8345,5817,8A,2.7837947244610013,37.433345508017574,2.16,1326.5,0.13265
8346,7939,11,4.3558962859476145,38.35578212829505,4.71,1291,0.1291
8347,8060,07,3.277881953104015,39.19605667558472,5.1,1298,0.1298
8348,7554,07,3.9980565795661422,39.02168854583727,2.28,1298,0.1298
8349,7632,05,3.816495207375413,38.882088655481866,2.59,1327.5,0.13275
8350,4574,02,2.027477961780595,38.95663906140094,10.77,1600,0.16
8351,4753,12,2.170927849003443,38.3444711660268,3.86,1301.5,0.13015
8352,4462,05,2.1921129728590625,39.13158046533256,39.44,1327.5,0.13275
8353,4464,11,2.2815466149737964,39.12684579807154,2.22,1291,0.1291
8354,13432,06,5.119470655487724,38.28518740154163,8.46,1296,0.1296
8355,4441,04,1.8811056743771333,39.1833485755226,14.74,1317,0.1317
8356,7799,02,3.8168676695534605,38.32044165889961,0.48,1600,0.16
8357,11297,04,3.3223021787514972,37.825273470064964,3.21,1317,0.1317
8358,8687,08,1.772985549911677,37.457861482560524,2.02,1308.5,0.13085
8359,8868,03,1.7048870880342528,37.319304470873774,3.87,1402,0.1402
8360,7508,02,3.86143018205374,39.09186556368475,5.7,1600,0.16
8361,4163,06,3.54737245639522,38.249931985303775,2.61,1296,0.1296
8362,11238,11,3.5923364592336386,37.931815240598375,0.87,1291,0.1291
8363,4384,04,1.7200897132703201,38.87606273944032,8.94,1317,0.1317
8364,13338,12,4.715233154226004,38.355664487683775,1.75,1301.5,0.13015
8365,4141,03,3.5024487537770788,38.285160811441855,1.91,1402,0.1402
8366,5235,12,2.739059185657217,37.896495661455496,0.92,1301.5,0.13015
8367,5017,04,1.940092710278997,38.337391996235674,7.87,1317,0.1317
8368,7437,07,4.131294692625282,39.300396895013904,1.82,1298,0.1298
8369,11367,04,3.6821133503133803,37.68337046655653,1.08,1317,0.1317
8370,4751,11,1.6985949841537138,38.624160289312236,15.51,1291,0.1291
8371,13333,8A,4.490710652174546,38.35584059631217,2.83,1326.5,0.13265
8372,4614,03,3.0532952277979497,38.56669854854565,1.31,1402,0.1402
8373,5827,05,3.2329513586110132,37.43413075193105,0.1,1327.5,0.13275
8374,13165,06,4.670317891279956,38.56668424111647,12.18,1296,0.1296
8375,4263,05,2.289715605808373,38.63690027908059,4.11,1327.5,0.13275
8376,5014,8A,2.212129214256878,38.35779937439657,16.01,1326.5,0.13265
8377,7437,03,4.131294692625282,39.300396895013904,1.82,1402,0.1402
8378,6010,12,2.738878400604603,37.040786003779274,1.67,1301.5,0.13015
8379,8418,08,1.9166869321764133,37.55725957326619,3.68,1308.5,0.13085
8380,8294,06,3.3227946549531877,38.566698471284134,4.21,1296,0.1296
8381,8421,07,2.0511619732794983,37.54995700192884,4.57,1298,0.1298
8382,4593,11,2.0278135651842195,39.116391599858225,13.33,1291,0.1291
8383,8861,12,1.8930027284380386,37.430976530065585,1.67,1301.5,0.13015
8384,11388,12,3.727082519362997,37.61203020465828,3.58,1301.5,0.13015
8385,5142,8A,2.379549548891809,38.21465101056677,1.15,1326.5,0.13265
8386,5965,06,2.9185394919146663,37.18405559115687,11.85,1296,0.1296
8387,5815,12,2.693963472730157,37.43413076619725,4.49,1301.5,0.13015
8388,5927,11,3.098201683660952,37.25559107269211,6.08,1291,0.1291
8389,4420,07,2.02245555199399,39.2456949200492,16.73,1298,0.1298
8390,7557,11,4.13146789140532,39.021667154952375,0.43,1291,0.1291
8391,13341,08,4.849978994268119,38.35566447359506,3.55,1308.5,0.13085
8392,4227,08,2.828480291782161,38.35570411920686,1.29,1308.5,0.13085
8393,7987,03,3.8825312765993676,38.960085489234636,4.02,1402,0.1402
8394,4340,08,1.7276696859596221,38.98215649649463,5.83,1308.5,0.13085
8395,7599,07,3.9965917139003193,38.95189067119871,11.43,1298,0.1298
8396,3873,06,2.5615356131078344,39.11045910577952,4.26,1296,0.1296
8397,8332,05,3.6821242468777764,38.49642392860852,1.96,1327.5,0.13275
8398,4626,03,3.3224055245350432,38.179174697936475,1.36,1402,0.1402
8399,8917,07,1.7048154437970833,37.71146754215661,1.27,1298,0.1298
8400,7955,07,3.9066980301555434,38.14403369274219,0.08,1298,0.1298
8401,5137,02,2.604356119795672,38.24986962236001,0.34,1600,0.16
8402,5163,07,2.3345350679209456,38.14402184491136,0.42,1298,0.1298
8403,4472,08,1.9223017108243028,39.11493159516604,30.71,1308.5,0.13085
8404,5035,05,2.1554508073126986,38.2539178681539,7.54,1327.5,0.13275
8405,8686,08,1.728145876603527,37.46029313595944,2.47,1308.5,0.13085
8406,7609,04,3.592291996220336,38.917024249749794,1.57,1317,0.1317
8407,11431,03,4.305298080189918,37.95490113994379,4.46,1402,0.1402
8408,8629,03,2.244806504406859,37.36276657584573,1.67,1402,0.1402
8409,5053,11,2.052755866664526,38.08365974194893,1.45,1291,0.1291
8410,7941,04,3.9070397843239184,38.21476715071688,1.12,1317,0.1317
8411,8536,04,2.4693826152195273,37.825424252556296,2.79,1317,0.1317
8412,11259,08,3.5024501677253355,37.896344513897496,0.75,1308.5,0.13085
8413,4819,12,3.0083764587273483,37.9671990328013,2.03,1301.5,0.13015
8414,3833,04,3.0982162740977963,39.26564255146843,5.2,1317,0.1317
8415,7535,05,4.2209151690477515,39.056839760698146,3.43,1327.5,0.13275
8416,8430,07,1.8260417825436435,37.524679412634065,2.36,1298,0.1298
8417,4898,07,1.5585604098943968,38.60526486699972,11.83,1298,0.1298
8418,13475,03,4.221461526200184,38.249951463130785,1.7,1402,0.1402
8419,4570,11,1.7871083130396501,38.79088788942411,13.67,1291,0.1291
8420,4054,02,2.6939614578089746,38.77710218298868,0.7,1600,0.16
8421,8630,08,2.2897218814389477,37.36276652586649,3.38,1308.5,0.13085
8422,8348,08,3.6372074792536275,38.46126205857051,2.83,1308.5,0.13085
8423,4985,08,2.4693824669975055,38.4964244840289,1.4,1308.5,0.13085
8424,4601,07,2.221912574675068,38.798701694965864,2.76,1298,0.1298
8425,5076,06,2.7388735155660884,38.42629559991868,1.76,1296,0.1296
8426,4186,03,3.6821175571238554,38.21465158226895,2.62,1402,0.1402
8427,4207,12,2.831927140103741,38.12651243580381,1.28,1301.5,0.13015
8428,5172,04,2.2445144234804344,38.10807353201371,5.36,1317,0.1317
8429,13518,8A,4.670210057513251,38.108688237854246,0.26,1326.5,0.13265
8430,13448,08,4.535572027881646,38.073345565294076,0.77,1308.5,0.13085
8431,4794,12,2.732420460536093,38.63534249476926,1.11,1301.5,0.13015
8432,7695,06,4.042135437320821,38.77661308054508,2.97,1296,0.1296
8433,5967,03,3.008370138181009,37.18405621380379,11.18,1402,0.1402
8434,4926,02,2.18302055792986,38.53572873627045,3.35,1600,0.16
8435,5738,11,3.2778707439258996,37.683372549574386,0.65,1291,0.1291
8436,7799,07,3.8168676695534605,38.32044165889961,0.48,1298,0.1298
8437,4132,07,3.0532944094327257,38.28519730848429,1.04,1298,0.1298
8438,7529,06,3.9516221226425183,39.05667378285703,1.71,1296,0.1296
8439,7695,03,4.042135437320821,38.77661308054508,2.97,1402,0.1402
8440,4019,11,2.782208956337719,39.089020354069625,2.97,1291,0.1291
8441,4988,07,2.6041323764078563,38.496424462936986,1.26,1298,0.1298
8442,4520,05,2.8287122421784123,38.63690096673747,0.29,1327.5,0.13275
8443,4216,06,3.4880833709622245,38.205756453634265,2.64,1296,0.1296
8444,4444,12,2.016197748485945,39.1762343561029,21.55,1301.5,0.13015
8445,8030,02,4.221118538644924,39.275596130766814,3.98,1600,0.16
8446,13550,8A,4.984581029304604,38.00267971752985,1.09,1326.5,0.13265
8447,4283,08,2.772347416438667,39.27095740900738,12.82,1308.5,0.13085
8448,4787,11,2.620121425471199,38.050613632096265,2.6,1291,0.1291
8449,13233,08,5.056715100730712,38.573489844845426,15.87,1308.5,0.13085
8450,5101,05,2.3348030236920994,38.35480155625723,1.23,1327.5,0.13275
8451,4774,8A,2.581521016240261,38.0100760315839,0,1326.5,0.13265
8452,6049,11,3.2373600609550746,37.12254953590547,0.49,1291,0.1291
8453,7945,08,4.084845006562646,38.215381804641424,2.08,1308.5,0.13085
8454,5713,05,3.1431245328795736,37.78993622215377,0.21,1327.5,0.13275
8455,5844,03,3.008371987812179,37.39845739381607,0.11,1402,0.1402
8456,5851,12,3.3228367814484363,37.39834223211015,1.04,1301.5,0.13015
8457,4029,03,2.9185464233153984,38.91703058214655,5.91,1402,0.1402
8458,8881,07,2.072718608895595,37.798282047318075,2.36,1298,0.1298
8459,5955,08,2.4696368016140067,37.18428665722181,7.13,1308.5,0.13085
8460,7988,07,4.19005402087398,38.8652878953943,3.73,1298,0.1298
8461,13570,11,5.0747439390383455,37.96721500267811,0.79,1291,0.1291
8462,8125,07,3.5473763146593655,39.02178903056658,3.21,1298,0.1298
8463,4868,04,2.016372574114963,38.685660306416636,8.7,1317,0.1317
8464,5087,05,2.6042931712504527,38.0384455203807,1.93,1327.5,0.13275
8465,11226,03,4.086360258732755,37.9671948544294,0.76,1402,0.1402
8466,920,08,4.131296543154767,39.36987729734316,7.37,1308.5,0.13085
8467,5890,03,3.4126139788536896,37.32705718161616,3.14,1402,0.1402
8468,4153,03,3.098210922833649,38.24993254261943,5.21,1402,0.1402
8469,4186,07,3.6821175571238554,38.21465158226895,2.62,1298,0.1298
8470,8348,8A,3.6372074792536275,38.46126205857051,2.83,1326.5,0.13265
8471,4093,04,2.9633280403033666,38.496629363549296,0.54,1317,0.1317
8472,11427,04,3.858034815282777,38.05521125392942,6.32,1317,0.1317
8473,4202,02,3.2054333779036748,38.0790227745826,1.47,1600,0.16
8474,7844,05,4.400462094366671,38.56663333277392,5.81,1327.5,0.13275
8475,4547,04,1.837996745601024,38.73081240631924,22.9,1317,0.1317
8476,13579,05,4.939764554988667,37.93181111689681,8.07,1327.5,0.13275
8477,4868,02,2.016372574114963,38.685660306416636,8.7,1600,0.16
8478,8882,05,2.1173266345397446,37.79591656787803,1.68,1327.5,0.13275
8479,11272,12,4.086457695398363,37.89634121050964,1.61,1301.5,0.13015
8480,11300,08,3.4576247057649803,37.825365436777844,2.16,1308.5,0.13085
8481,4832,08,3.0074153682728593,37.929874829236866,1.39,1308.5,0.13085
8482,13508,8A,4.221147136511994,38.10866702583192,4.24,1326.5,0.13265
8483,4039,05,2.828773868403533,38.81207538689954,0.57,1327.5,0.13275
8484,7756,08,3.6372075618986344,38.63690020891152,2.07,1308.5,0.13085
8485,13212,05,4.670317879601858,38.426072990118435,9.25,1327.5,0.13275
8486,5107,12,2.6490489419110657,38.35567552618519,0.25,1301.5,0.13015
8487,5719,07,3.098208198243392,37.75443252476035,2.72,1298,0.1298
8488,5988,08,3.277863922119632,37.14826262324317,3.36,1308.5,0.13085
8489,7901,8A,4.041449000476245,38.426076811479874,1.9,1326.5,0.13265
8490,7589,08,4.580699159385768,38.987052353695454,30.42,1308.5,0.13085
8491,5741,08,3.008374210244192,37.64781872813429,1.49,1308.5,0.13085
8492,4603,06,1.7887818321931466,38.94770803635898,4.19,1296,0.1296
8493,4250,08,2.648443629224852,38.70734370416297,0.76,1308.5,0.13085
8494,8898,11,2.1592228026479963,37.761441077669204,1.28,1291,0.1291
8495,5709,05,2.9634601204979054,37.78993689656354,0.46,1327.5,0.13275
8496,4679,8A,2.9634870214474036,38.07322426371574,2.67,1326.5,0.13265
8497,11206,05,4.0414450954997045,38.00259716021049,2.58,1327.5,0.13275
8498,3755,02,2.514297638315394,38.812109993534406,9.67,1600,0.16
8499,13290,05,5.29893413091001,38.25000782252187,0.47,1327.5,0.13275
8500,8566,03,2.559214231666377,37.75443353330963,2.18,1402,0.1402
8501,7805,12,4.086031565170296,38.3203425529598,1.33,1301.5,0.13015
8502,5827,04,3.2329513586110132,37.43413075193105,0.1,1317,0.1317
8503,4259,8A,2.5591862581284297,38.67192685892779,1.53,1326.5,0.13265
8504,5990,03,2.694628620400815,37.111753912047654,6.69,1402,0.1402
8505,4418,06,1.9334979235550502,39.25045032471189,11.08,1296,0.1296
8506,13394,05,4.535356439399979,38.32044863620075,4.1,1327.5,0.13275
8507,7723,8A,3.7270397272161224,38.707033398578304,2.89,1326.5,0.13265
8508,5199,03,2.4244585029696157,38.00283509888777,0.25,1402,0.1402
8509,4172,08,3.0083777289451596,38.21465101762482,1.7,1308.5,0.13085
8510,4024,04,2.604239363961564,38.917036641956166,1.29,1317,0.1317
8511,6006,11,2.873551928062976,37.07672096169417,6.59,1291,0.1291
8512,7835,02,3.816937536024682,38.21496742940027,1.31,1600,0.16
8513,4840,8A,2.873627269765855,37.89634623647953,0.75,1326.5,0.13265
8514,13256,11,4.8680888031222,38.161016847742616,2.06,1291,0.1291
8515,11369,8A,3.771945052100182,37.68337013242056,9.27,1326.5,0.13265
8516,8330,02,3.592291610843079,38.49642435044678,6.56,1600,0.16
8517,13350,02,5.254171600426884,38.355812341472685,4.89,1600,0.16
8518,7965,03,4.528642026724591,39.002231487093496,1.13,1402,0.1402
8519,5134,04,2.46938238614913,38.24993316342674,0.82,1317,0.1317
8520,5801,11,2.8736253644391376,37.46978771458243,2.66,1291,0.1291
8521,3872,12,2.5868231730844395,39.08670663407642,4.9,1301.5,0.13015
8522,4569,8A,2.082546847348749,39.145462835515566,8.63,1326.5,0.13265
8523,11420,05,3.8354295115568275,37.7376224172165,3.71,1327.5,0.13275
8524,8109,08,3.367712655964221,39.05667837281855,3.05,1308.5,0.13085
8525,8506,11,2.3795513248611253,37.576657494451915,3.67,1291,0.1291
8526,4142,11,3.5473731013855945,38.28519629311087,2.24,1291,0.1291
8527,11303,05,3.591168702364885,37.82481783543453,0.36,1327.5,0.13275
8528,11300,12,3.4576247057649803,37.825365436777844,2.16,1301.5,0.13015
8529,11213,04,3.502449415835443,37.96719896198143,1.13,1317,0.1317
8530,8910,12,2.0217246135085536,37.729856966709114,1.73,1301.5,0.13015
8531,8751,12,1.6231733815199785,37.28696528021556,2.3,1301.5,0.13015
8532,4631,8A,3.5473706328151935,38.17935191996776,2.18,1326.5,0.13265
8533,5043,05,2.1964983504467717,38.18189909744659,6.87,1327.5,0.13275
8534,4744,03,2.00121372018943,38.32847378639686,7.48,1402,0.1402
8535,11402,05,3.636783160927489,37.54085706739231,5.35,1327.5,0.13275
8536,7841,05,4.266030374518163,38.566689986564555,1.69,1327.5,0.13275
8537,13363,06,5.2093011912612885,38.214641863331025,0.47,1296,0.1296
8538,7976,07,4.050047120115306,39.25197822116507,5.65,1298,0.1298
8539,8018,8A,4.1770169741748076,38.6270558860913,3.42,1326.5,0.13265
8540,4604,8A,1.7544717426231826,38.95974149733056,4.06,1326.5,0.13265
8541,7569,08,4.759994918446194,39.02182192989755,3.7,1308.5,0.13085
8542,13291,12,5.343876358585941,38.24994431679355,8.3,1301.5,0.13015
8543,8549,06,2.4244665078571126,37.789937194723656,3.88,1296,0.1296
8544,7757,11,3.6821240726046116,38.63689977386328,5.74,1291,0.1291
8545,7519,12,4.625366041749017,39.09153865983523,2.3,1301.5,0.13015
8546,8640,8A,2.3343859790248165,37.32736586390172,4.41,1326.5,0.13265
8547,4226,12,2.7837978254453626,38.35567606155598,1.44,1301.5,0.13015
8548,8209,02,3.1880442119435575,38.84710043931461,1.23,1600,0.16
8549,8530,11,2.7837953981974644,37.86089443833256,2.3,1291,0.1291
8550,8401,06,2.289057278147352,37.336444497547646,2,1296,0.1296
8551,7503,06,4.266075461860587,39.12617106554361,2.6,1296,0.1296
8552,4245,08,2.4242131730655228,38.70709852879405,2.78,1308.5,0.13085
8553,4519,11,2.783795823998909,38.63690061589212,0.22,1291,0.1291
8554,7523,04,3.6821240079259105,39.056676628912236,5.9,1317,0.1317
8555,13501,05,5.029640064916928,38.1439855242683,2.44,1327.5,0.13275
8556,11381,12,3.415464861459588,37.61097818027936,0.75,1301.5,0.13015
8557,5145,05,2.5142448443261465,38.214672474099196,2.06,1327.5,0.13275
8558,8153,12,3.3677095226405096,38.67197800819562,0.7,1301.5,0.13015
8559,7545,04,3.592292158815402,39.02178903754566,1.84,1317,0.1317
8560,13308,08,5.343921339927163,38.42583362329522,1.52,1308.5,0.13085
8561,4284,8A,2.5050850332927523,39.13893478634007,4.18,1326.5,0.13265
8562,3787,8A,3.008383809641318,39.4046056219263,12.7,1326.5,0.13265
8563,4432,04,2.0193163425212397,39.21077834292704,12.43,1317,0.1317
8564,8430,04,1.8260417825436435,37.524679412634065,2.36,1317,0.1317
8565,8743,02,1.8060023367637246,37.31286947179292,2.1,1600,0.16
8566,8044,08,3.3677161270544786,39.265641682101496,10,1308.5,0.13085
8567,6009,06,3.0083695623609117,37.07662768288003,4.27,1296,0.1296
8568,5084,06,2.4695182347762863,38.03824757272975,0.42,1296,0.1296
8569,8218,12,3.143126778667784,38.812110567511624,1.25,1301.5,0.13015
8570,3929,8A,2.6943073154815678,39.05724698861513,1.51,1326.5,0.13265
8571,8099,06,3.5025871212802913,39.09136616091701,12.44,1296,0.1296
8572,4034,8A,2.331399486743628,38.8811932026558,0.83,1326.5,0.13265
8573,5984,05,3.0490812703260173,37.147569056632456,5.72,1327.5,0.13275
8574,4022,08,2.963743838109035,39.09153783711797,8.67,1308.5,0.13085
8575,8658,07,2.2446276642068352,37.219555287129225,4.38,1298,0.1298
8576,7818,05,4.0865343612179705,38.285186470782534,1.72,1327.5,0.13275
8577,8271,04,3.412628180320016,38.35567408913724,1.29,1317,0.1317
8578,13322,12,5.029738937090361,38.39085615019171,2.23,1301.5,0.13015
8579,8619,07,2.5142368205740286,37.43435264796786,2.57,1298,0.1298
8580,8191,12,3.322795335876173,38.91702755573624,1.14,1301.5,0.13015
8581,8102,12,3.6372079454792603,39.091547528447734,1.51,1301.5,0.13015
8582,7999,12,4.464049313905298,39.2127868352781,4.07,1301.5,0.13015
8583,7542,12,4.670280860029,39.05666852323512,12.73,1301.5,0.13015
