,band,long,lat,read,map,map_rescaled
66,05,-3.93426834,41.72564406,0.61188,7321,0.7321000000000001
67,05,-3.91351634,41.7070586,0.71247,6636,0.6636000000000001
68,05,-3.91347629,41.7082831,0.71247,5093,0.5093
69,05,-3.91331025,41.70846534,0.71247,5597,0.5597
70,05,-3.9125198,41.70856763,0.71247,3204,0.3204
71,05,-3.91269565,41.7078398,0.71247,6535,0.6535000000000001
72,05,-3.90769831,41.70889582,0.71247,5235,0.5235000000000001
73,05,-3.90801298,41.70904795,0.71247,4436,0.4436
74,05,-3.91000443,41.7091303,0.71247,3682,0.3682
75,05,-3.92804483,41.70935741,0.71247,9377,0.9377000000000001
76,05,-3.91005682,41.71014198,0.71247,3124,0.3124
77,05,-3.89759025,41.71087721,0.71247,3073,0.3073
78,05,-3.89961786,41.7113306,0.71247,2065,0.20650000000000002
79,05,-3.89913019,41.71182388,0.71247,2567,0.25670000000000004
80,05,-3.92803338,41.71077502,0.71247,8646,0.8646
81,05,-3.89878881,41.71233067,0.71247,3231,0.3231
82,05,-3.899815,41.7125798,0.71247,1895,0.1895
83,05,-3.89729507,41.71305289,0.71247,3906,0.3906
84,05,-3.90286064,41.71304729,0.71247,2222,0.2222
85,05,-3.8979714,41.71207516,0.71247,2994,0.2994
86,05,-3.8976574,41.71325015,0.71247,3443,0.3443
87,05,-3.900951,41.71612802,0.71247,1710,0.171
88,05,-3.89954169,41.71664919,0.71247,1860,0.186
89,05,-3.91268528,41.71805956,0.71247,2148,0.21480000000000002
90,05,-3.91218598,41.7183072,0.71247,2567,0.25670000000000004
91,05,-3.91112816,41.71914505,0.71247,2490,0.249
92,05,-3.91190381,41.71886632,0.71247,2498,0.24980000000000002
93,05,-3.9109259,41.71927768,0.71247,2490,0.249
94,05,-3.91104674,41.71935238,0.71247,2214,0.2214
95,05,-3.9110723,41.71940717,0.71247,2214,0.2214
96,05,-3.90710961,41.71981793,0.71247,2076,0.2076
97,05,-3.91394361,41.71953736,0.71247,1741,0.1741
98,05,-3.90139192,41.71987688,0.71247,1949,0.19490000000000002
99,05,-3.91073449,41.71963925,0.71247,2193,0.21930000000000002
100,05,-3.91038679,41.72001684,0.71247,2075,0.20750000000000002
101,05,-3.90045838,41.71978373,0.71247,1869,0.1869
102,05,-3.91329065,41.71975494,0.71247,1687,0.16870000000000002
103,05,-3.91293222,41.72004653,0.71247,1660,0.166
104,05,-3.91068703,41.72007033,0.71247,2207,0.2207
105,05,-3.90207116,41.72022232,0.71247,2180,0.218
106,05,-3.90223436,41.7204992,0.71247,2210,0.221
107,05,-3.9026529,41.72012289,0.71247,2515,0.2515
108,05,-3.90657554,41.72045012,0.71247,1993,0.1993
109,05,-3.91221805,41.72076342,0.71247,2379,0.2379
110,05,-3.91217517,41.72077886,0.71247,2379,0.2379
111,05,-3.91213327,41.72079486,0.71247,2379,0.2379
112,05,-3.91209161,41.7208348,0.71247,2252,0.2252
113,05,-3.9088402,41.72048365,0.71247,1935,0.1935
114,05,-3.91096459,41.72075406,0.71247,1959,0.19590000000000002
115,05,-3.91309234,41.72072731,0.71247,1645,0.1645
116,05,-3.94356726,41.71993683,0.71247,1577,0.1577
117,05,-3.90443864,41.7216685,0.71247,1771,0.1771
118,05,-3.90417546,41.72166715,0.71247,1732,0.17320000000000002
119,05,-3.90444754,41.72169332,0.71247,1794,0.1794
120,05,-3.9044634,41.72171697,0.71247,1794,0.1794
121,05,-3.90454894,41.72176092,0.71247,1794,0.1794
122,05,-3.90451034,41.7217506,0.71247,1794,0.1794
123,05,-3.90447868,41.72176731,0.71247,1794,0.1794
124,05,-3.9420663,41.72143641,0.71247,1514,0.1514
125,05,-3.90468784,41.72189537,0.71247,1777,0.1777
126,05,-3.90464089,41.72185174,0.71247,1794,0.1794
127,05,-3.90460725,41.72185443,0.71247,1777,0.1777
128,05,-3.9045711,41.72185857,0.71247,1777,0.1777
129,05,-3.90453671,41.72186327,0.71247,1777,0.1777
130,05,-3.90450056,41.7218674,0.71247,1777,0.1777
131,05,-3.90473651,41.72195417,0.71247,1784,0.1784
132,05,-3.90469976,41.7219461,0.71247,1784,0.1784
133,05,-3.90466631,41.72196268,0.71247,1777,0.1777
134,05,-3.90464084,41.72200458,0.71247,1777,0.1777
135,05,-3.90460469,41.72200871,0.71247,1777,0.1777
136,05,-3.9045703,41.72201342,0.71247,1777,0.1777
137,05,-3.90453414,41.72201755,0.71247,1777,0.1777
138,05,-3.90466805,41.72212928,0.71247,1769,0.1769
139,05,-3.90463731,41.7221583,0.71247,1769,0.1769
140,05,-3.90460834,41.7221879,0.71247,1769,0.1769
141,05,-3.90457219,41.72219203,0.71247,1769,0.1769
142,05,-3.90335274,41.72150618,0.71247,1860,0.186
143,05,-3.91169538,41.72158506,0.71247,2093,0.2093
144,05,-3.9048383,41.7224155,0.71247,1772,0.1772
145,05,-3.9048012,41.72240776,0.71247,1772,0.1772
146,05,-3.90468175,41.72235837,0.71247,1788,0.17880000000000001
147,05,-3.90464727,41.72236206,0.71247,1788,0.17880000000000001
148,05,-3.90477441,41.72244992,0.71247,1772,0.1772
149,05,-3.90474015,41.7224538,0.71247,1772,0.1772
150,05,-3.90481316,41.72245781,0.71247,1772,0.1772
151,05,-3.90399125,41.72216132,0.71247,1721,0.1721
152,05,-3.90696246,41.72228967,0.71247,1961,0.1961
153,05,-3.9048496,41.72246679,0.71247,1772,0.1772
154,05,-3.9048229,41.72249326,0.71247,1772,0.1772
155,05,-3.90501268,41.72264721,0.71247,1866,0.18660000000000002
156,05,-3.90306649,41.7227027,0.71247,1852,0.1852
157,05,-3.9049176,41.7226991,0.71247,1707,0.17070000000000002
158,05,-3.90500821,41.72274369,0.71247,1866,0.18660000000000002
159,05,-3.90318057,41.72308289,0.71247,1787,0.1787
160,05,-3.94438184,41.72196731,0.71247,2703,0.27030000000000004
161,05,-3.91005479,41.72227897,0.71247,1811,0.1811
162,05,-3.9039561,41.72296431,0.71247,1766,0.1766
163,05,-3.90259401,41.72332785,0.71247,1889,0.1889
164,05,-3.90500764,41.7233822,0.71247,1714,0.1714
165,05,-3.90855151,41.72355378,0.71247,2326,0.2326
166,05,-3.91040662,41.72352261,0.71247,2054,0.2054
167,05,-3.93358332,41.72595625,0.71247,6108,0.6108
168,05,-3.91183037,41.70751349,1.00784,4598,0.45980000000000004
169,05,-3.91201488,41.70768796,1.00784,5454,0.5454
170,05,-3.91295168,41.70792526,1.00784,5527,0.5527000000000001
171,05,-3.8981775,41.7107798,1.00784,3037,0.3037
172,05,-3.89826444,41.71102093,1.00784,3155,0.3155
173,05,-3.89834133,41.71122779,1.00784,2927,0.2927
174,05,-3.89988075,41.71165946,1.00784,2148,0.21480000000000002
175,05,-3.92884603,41.71160638,1.00784,9402,0.9402
176,05,-3.90064164,41.71219467,1.00784,1971,0.1971
177,05,-3.90005707,41.71225439,1.00784,1875,0.1875
178,05,-3.89921543,41.71235314,1.00784,2070,0.20700000000000002
179,05,-3.90014842,41.71256795,1.00784,1767,0.1767
180,05,-3.91221694,41.71804751,1.00784,2653,0.26530000000000004
181,05,-3.91219959,41.71818782,1.00784,2653,0.26530000000000004
182,05,-3.91162247,41.71875898,1.00784,2736,0.2736
183,05,-3.91107987,41.71949318,1.00784,2172,0.2172
184,05,-3.90280517,41.72046277,1.00784,2465,0.24650000000000002
185,05,-3.90947926,41.72029733,1.00784,1909,0.19090000000000001
186,05,-3.90258323,41.72048843,1.00784,2475,0.24750000000000003
187,05,-3.94504484,41.72032995,1.00784,2089,0.2089
188,05,-3.94293049,41.72086413,1.00784,1507,0.1507
189,05,-3.94402182,41.72107349,1.00784,2310,0.231
190,05,-3.94409185,41.72119215,1.00784,2442,0.2442
191,05,-3.94530322,41.72129124,1.00784,2248,0.2248
192,05,-3.90475311,41.72202851,1.00784,1784,0.1784
193,05,-3.90471872,41.72203321,1.00784,1771,0.1771
194,05,-3.90468528,41.72204979,1.00784,1769,0.1769
195,05,-3.90478303,41.72216565,1.00784,1771,0.1771
196,05,-3.90474864,41.72217036,1.00784,1771,0.1771
197,05,-3.90471248,41.72217449,1.00784,1771,0.1771
198,05,-3.90468701,41.72221639,1.00784,1788,0.17880000000000001
199,05,-3.90465628,41.72224542,1.00784,1788,0.17880000000000001
200,05,-3.90478223,41.72232065,1.00784,1805,0.18050000000000002
201,05,-3.90481933,41.72232839,1.00784,1805,0.18050000000000002
202,05,-3.9047515,41.72234967,1.00784,1805,0.18050000000000002
203,05,-3.9047179,41.72235424,1.00784,1805,0.18050000000000002
204,05,-3.90414673,41.72275912,1.00784,1721,0.1721
205,05,-3.90503586,41.72297199,1.00784,1774,0.1774
206,05,-3.90293887,41.72358033,1.00784,1814,0.1814
207,05,-3.91108327,41.72350588,1.00784,2047,0.20470000000000002
208,05,-2.94185157,42.5859723,1.34538,3307,0.3307
209,05,-2.94172994,42.58599457,1.34538,3307,0.3307
210,05,-2.94160804,42.58601702,1.34538,3263,0.32630000000000003
211,05,-2.94193266,42.58610795,1.34538,3117,0.31170000000000003
212,05,-2.94189225,42.58618978,1.34538,3117,0.31170000000000003
213,05,-2.94144492,42.58626852,1.34538,3281,0.3281
214,05,-2.94142465,42.58664733,1.34538,3238,0.32380000000000003
215,05,-2.94148554,42.58669239,1.34538,3238,0.32380000000000003
216,05,-2.94221447,42.58790688,1.34538,3614,0.3614
217,05,-2.94226123,42.58805301,1.34538,3590,0.35900000000000004
218,05,-2.94234656,42.58815842,1.34538,3590,0.35900000000000004
219,05,-2.94264861,42.58858825,1.34538,2934,0.2934
220,05,-2.94038761,42.58781754,1.67491,3312,0.3312
221,05,-2.9402323,42.58798902,1.67491,3332,0.3332
222,05,-2.94120581,42.58558581,1.89481,3244,0.3244
223,05,-2.94124279,42.58563409,1.89481,3244,0.3244
224,05,-2.94166483,42.58578593,1.89481,3235,0.3235
225,05,-2.94112026,42.58633197,1.89481,2948,0.2948
226,05,-2.94196995,42.58653017,1.89481,2957,0.2957
227,05,-2.94142456,42.58673739,1.89481,3238,0.32380000000000003
228,05,-2.94154564,42.58759299,1.89481,3791,0.3791
229,05,-2.94132208,42.58772046,1.89481,3574,0.3574
230,05,-2.94210591,42.58797152,1.89481,3650,0.365
231,05,-2.94105746,42.5883132,1.89481,3125,0.3125
232,05,-2.94124019,42.58840336,1.89481,2749,0.27490000000000003
233,05,-2.94106325,42.58810695,1.89481,3409,0.34090000000000004
234,05,-2.94184079,42.58593114,2.01174,3307,0.3307
235,05,-2.94130303,42.5863771,2.01174,3254,0.3254
236,05,-2.94096567,42.58639023,2.01174,2948,0.2948
237,05,-2.94163735,42.58631323,2.01174,3395,0.3395
238,05,-2.94216024,42.5876468,2.01174,3515,0.35150000000000003
239,05,-2.94188071,42.58751186,2.01174,3760,0.376
240,05,-2.94221301,42.58779824,2.01174,3631,0.36310000000000003
241,05,-2.94221433,42.588022,2.01174,3614,0.3614
242,05,-2.94197174,42.58808853,2.01174,3696,0.36960000000000004
243,05,-2.94227593,42.58811195,2.01174,3590,0.35900000000000004
244,05,-2.94202279,42.58822647,2.01174,3687,0.3687
245,05,-2.94249896,42.58851161,2.01174,3249,0.3249
246,05,-2.94226991,42.58903897,2.01174,2651,0.2651
247,05,-2.94220181,42.58912123,2.01174,2631,0.2631
248,05,-2.94213371,42.58920349,2.01174,2631,0.2631
249,05,-2.94173004,42.585882,2.02641,3307,0.3307
250,05,-2.94127868,42.5859268,2.02641,3181,0.3181
251,05,-2.94179093,42.58592706,2.02641,3307,0.3307
252,05,-2.94118049,42.586083,2.02641,3297,0.3297
253,05,-2.94187616,42.58650427,2.02641,2957,0.2957
254,05,-2.94138397,42.58670735,2.02641,3238,0.32380000000000003
255,05,-2.94100976,42.58673273,2.02641,2759,0.27590000000000003
256,05,-2.94176414,42.58679715,2.02641,3246,0.3246
257,05,-2.94169931,42.58714381,2.02641,3504,0.3504
258,05,-2.94170381,42.58745799,2.02641,3775,0.3775
259,05,-2.94180979,42.58748806,2.02641,3775,0.3775
260,05,-2.94078422,42.58744137,2.02641,2963,0.2963
261,05,-2.94160603,42.58817511,2.02641,3826,0.3826
262,05,-2.940265,42.58858297,2.02641,2573,0.25730000000000003
263,05,-2.94022829,42.58860906,2.02641,2573,0.25730000000000003
264,05,-2.94187926,42.58833705,2.02641,3687,0.3687
265,05,-2.94164861,42.58932965,2.02641,3101,0.31010000000000004
266,05,-2.94010171,42.58798088,2.46318,3781,0.3781
267,05,-2.94023625,42.58779519,2.70239,3312,0.3312
268,05,-2.94043311,42.58803145,2.70239,2563,0.25630000000000003
269,05,-2.93998357,42.58809807,2.70239,3588,0.3588
270,05,-2.94020448,42.58814902,2.70239,3087,0.30870000000000003
271,05,-2.94099657,42.58825914,2.70239,3125,0.3125
272,05,-2.94126854,42.58844051,2.70239,2749,0.27490000000000003
273,05,-3.8130016,41.51330068,0.85,2219,0.22190000000000001
274,05,-3.82089469,41.51188558,0.86,1941,0.19410000000000002
275,05,-3.82757071,41.51136322,1.26,3578,0.3578
276,05,-5.51003646,42.20195235,2.32417612,3365,0.3365
277,05,-5.51056961,42.20181134,1.76880676,3002,0.3002
278,05,-5.50561634,42.2016782,2.32417612,3018,0.3018
279,05,-5.50596896,42.20156599,1.76880676,2897,0.2897
280,05,-5.50505654,42.20116865,3.28696116,3156,0.3156
281,05,-5.51790372,42.13178176,1.131955689,2458,0.24580000000000002
282,05,-5.51754912,42.13204667,1.466347253,2535,0.2535
283,05,-5.51791129,42.13227388,1.330384845,2402,0.24020000000000002
284,05,-5.1904757,42.33847963,0.888184112,3066,0.30660000000000004
285,05,-5.19026137,42.33787357,2.112786136,3859,0.3859
286,05,-5.19110758,42.32271544,0.564625861,3297,0.3297
287,05,-5.18973712,42.3241609,0.98631764,3362,0.3362
288,05,-5.49177495,42.3934951,2.02271748,2950,0.29500000000000004
289,05,-5.49093364,42.39398909,2.03780248,2872,0.2872
290,05,-4.99162027,41.95398419,0.8791538,2069,0.2069
291,05,-4.99222158,41.95375664,2.36303508,2074,0.2074
292,05,-4.99312141,41.95726995,2.77901904,2364,0.2364
293,05,-4.99273605,41.95660647,1.99508176,2095,0.20950000000000002
294,05,-5.5348228,42.2168786,1.564824804,3381,0.3381
295,05,-5.53482886,42.21699025,2.133721367,3055,0.3055
296,05,-5.51733538,42.23285297,2.577801862,3153,0.3153
297,05,-5.51771334,42.23261786,1.126782833,3003,0.3003
298,05,-5.51727687,42.24019964,1.254857652,3186,0.3186
299,05,-5.51693537,42.23950619,1.717513663,2899,0.2899
300,05,-5.51969457,42.26942652,2.057583366,2771,0.2771
301,05,-5.51996168,42.26938473,2.53802108,2913,0.2913
302,05,-5.52331919,42.27065933,1.591700994,3020,0.302
303,05,-5.52414605,42.27127923,1.254609264,2890,0.28900000000000003
304,05,-5.50485072,42.28164371,1.318292827,3429,0.34290000000000004
305,05,-5.50469213,42.2816459,1.061133996,3490,0.34900000000000003
306,05,-5.22985486,42.42343605,1.360317028,3066,0.30660000000000004
307,05,-5.22904333,42.42402522,1.12790976,3511,0.3511
308,05,-5.50549788,42.26222258,0.663208748,2877,0.2877
309,05,-5.50539077,42.26227974,1.122989703,2901,0.2901
310,05,-5.505388,42.26183998,1.51199972,3058,0.3058
311,05,-5.51347279,42.23646742,1.653747769,3213,0.32130000000000003
312,05,-5.51420561,42.23700599,1.731456747,2956,0.29560000000000003
313,05,-5.51335022,42.23705078,0.851339223,2842,0.2842
314,05,-5.51487715,42.23448099,0.928123211,2894,0.2894
315,05,-5.51376315,42.23438702,1.061978512,3118,0.3118
316,05,-5.51337934,42.23418089,0.992248662,3054,0.3054
317,05,-5.50837498,42.18818747,1.165687427,4000,0.4
318,05,-5.50741448,42.1870829,1.733648611,3132,0.31320000000000003
319,05,-5.53577587,42.37890309,1.61542248,3129,0.3129
320,05,-5.53509829,42.37900105,2.00739112,2956,0.29560000000000003
321,05,-5.54035797,42.42232626,1.168121543,3083,0.3083
322,05,-5.53998322,42.42225335,1.734011268,3006,0.30060000000000003
323,05,-5.54636819,42.40427712,2.119930392,2893,0.2893
324,05,-5.54669242,42.40362733,1.778707692,3159,0.3159
325,05,-5.49846583,42.41973413,1.377438072,2977,0.2977
326,05,-5.49709309,42.42069364,0.958150928,3222,0.32220000000000004
327,05,-5.49691995,42.41985235,1.1108594,2687,0.2687
328,05,-5.51110075,42.39273135,1.94548228,2853,0.2853
329,05,-5.51106199,42.39293365,1.89757232,2795,0.2795
330,05,-5.49613603,42.38661626,0.88267938,2733,0.2733
331,05,-5.49579462,42.38658156,1.289538208,3004,0.3004
332,05,-5.54839898,42.37787055,2.09452208,2987,0.2987
333,05,-5.54799999,42.37965659,2.26202592,3143,0.3143
334,05,-5.20417583,41.77195622,1.2888624,2409,0.2409
335,05,-5.20426955,41.77108854,1.889897072,2670,0.267
336,05,-5.20339739,41.76988117,1.30986072,2358,0.2358
337,05,-3.79805397,41.78983318,2.06256,2206,0.22060000000000002
338,05,-3.79900013,41.78930614,1.79469,2293,0.2293
339,05,-3.79952636,41.78934241,1.15017,2170,0.217
340,05,-3.82185024,41.78419175,1.13323,1963,0.1963
341,05,-3.8217343,41.78424993,0.55758,1972,0.19720000000000001
342,05,-3.90127929,41.76279655,0.8564832,2149,0.2149
343,05,-3.90028755,41.76377188,1.3323072,2064,0.2064
344,05,-3.90306563,41.75614228,0.9104444,2549,0.2549
345,05,-3.9047489,41.75951934,0.8606208,2169,0.2169
346,05,-3.92199971,41.736113,1.3736832,2092,0.2092
347,05,-3.90954394,41.75342563,1.7612384,1952,0.1952
348,05,-3.91100352,41.75574503,1.2040416,2863,0.2863
349,05,-3.9105239,41.75921678,1.1452532,2084,0.2084
350,05,-3.90318128,41.75611674,1.3497196,2549,0.2549
351,05,-3.90489787,41.75974122,1.03871,2311,0.2311
352,05,-3.90162662,41.75742391,2.0258724,2072,0.20720000000000002
353,05,-3.92281321,41.74309065,1.5638404,2912,0.2912
354,05,-3.90817399,41.7587627,1.2157648,2090,0.20900000000000002
355,05,-3.92190379,41.73517637,1.33179,2074,0.2074
356,05,-3.91090025,41.75383314,1.234384,2383,0.2383
357,05,-3.90544295,41.76063213,1.399026,2544,0.2544
358,05,-3.92296366,41.74185796,1.3704076,2389,0.2389
359,05,-3.91045325,41.75631021,1.4078184,2504,0.2504
360,05,-3.91013717,41.75297776,0.8759644,1988,0.1988
361,05,-3.92200588,41.73615038,0.7420096,2007,0.20070000000000002
362,05,-3.91670669,41.75148961,0.7420096,2391,0.2391
363,05,-3.91157377,41.75554945,0.8235548,2801,0.2801
364,05,-3.92347671,41.74201882,0.8856188,3238,0.32380000000000003
365,05,-3.91048782,41.75891926,1.1407708,2229,0.22290000000000001
366,05,-3.91644488,41.75179152,1.8126136,2500,0.25
367,05,-3.82535949,42.07166587,2.170516,2695,0.2695
368,05,-3.82489811,42.07188118,2.170516,2656,0.2656
369,05,-3.82352214,42.07184156,2.170516,2774,0.27740000000000004
370,05,-3.8260664,42.07162838,1.2499,4136,0.4136
371,05,-3.82558367,42.07160321,1.2499,2852,0.2852
372,05,-3.82439687,42.07195922,1.2499,2669,0.2669
373,05,-4.27254326,42.08352779,0.90134168,2831,0.2831
374,05,-4.27217104,42.08376982,0.90134168,2792,0.2792
375,05,-4.2727401,42.08221765,0.76919708,2859,0.2859
376,05,-4.27296015,42.08213388,0.76919708,2859,0.2859
377,05,-4.27268713,42.08182134,0.76919708,2860,0.28600000000000003
378,05,-4.25469886,42.09477376,1.67075,2775,0.2775
379,05,-4.27153461,42.08238067,2.99405,3072,0.30720000000000003
380,05,-4.27172852,42.08094311,2.43004,2954,0.2954
381,05,-4.2700975,42.08204548,2.99405,3174,0.3174
382,05,-4.27014756,42.08104924,2.43004,3228,0.32280000000000003
383,05,-4.27006623,42.08266739,2.99405,3169,0.3169
384,05,-4.27076746,42.08268405,2.43004,3188,0.31880000000000003
385,05,-4.27029253,42.08256152,2.99405,3198,0.31980000000000003
386,05,-4.27068528,42.0816938,2.43004,3227,0.32270000000000004
387,05,-4.25374625,42.0933916,1.67075,2768,0.2768
388,05,-4.25235927,42.09311246,3.61314,2864,0.2864
389,05,-4.25332648,42.09292603,1.67075,2818,0.2818
390,05,-4.25282303,42.09273068,3.61314,2707,0.2707
391,05,-4.25313286,42.09412713,1.67075,2777,0.2777
392,05,-4.25264568,42.09209571,3.61314,2611,0.2611
393,05,-4.25511189,42.09198981,1.67075,2782,0.2782
394,05,-4.25489436,42.09171974,3.61314,2722,0.2722
395,05,-4.25470565,42.09174952,3.61314,2596,0.2596
396,05,-4.25549195,42.09175856,1.67075,2736,0.2736
397,05,-4.25508964,42.09156881,3.61314,2717,0.2717
398,05,-4.25215017,42.1083873,2.43393,2980,0.298
399,05,-4.24944941,42.10796927,2.38723,2815,0.28150000000000003
400,05,-4.25156094,42.10708421,2.43393,3052,0.3052
401,05,-4.25005604,42.10708395,2.38723,2796,0.2796
402,05,-4.24713208,42.10600455,2.43393,2610,0.261
403,05,-4.24689056,42.10672281,2.38723,2771,0.2771
404,05,-4.24836568,42.10591397,2.43393,2712,0.2712
405,05,-4.24950699,42.10718735,2.38723,2723,0.2723
406,05,-4.25269338,42.10598898,2.43393,2844,0.2844
407,05,-4.25259163,42.10635311,2.38723,2955,0.29550000000000004
408,05,-4.2493118,42.10532269,2.43393,2952,0.2952
409,05,-4.2479955,42.10548442,2.38723,2542,0.25420000000000004
410,05,-4.24742514,42.10524103,2.43393,2466,0.2466
411,05,-4.24521403,42.10618873,2.38723,2867,0.2867
412,05,-4.26021739,42.09574403,1.59362,2640,0.264
413,05,-4.2608389,42.09609438,2.25031,2884,0.2884
414,05,-4.25996158,42.09777717,1.59362,2938,0.2938
415,05,-4.26026757,42.09741762,2.25031,2921,0.2921
416,05,-4.26047582,42.09736267,1.59362,2915,0.29150000000000004
417,05,-4.26010578,42.09714024,2.25031,2825,0.28250000000000003
418,05,-4.25930373,42.09665285,1.59362,2639,0.2639
419,05,-4.25910663,42.09766862,2.25031,2783,0.2783
420,05,-4.26417016,42.09625539,1.59362,2999,0.2999
421,05,-4.26278578,42.0964776,2.25031,3146,0.3146
422,05,-4.26283272,42.09708002,1.59362,3408,0.3408
423,05,-4.26271683,42.09690595,2.25031,3078,0.3078
424,05,-4.2619854,42.09720214,1.59362,3442,0.3442
425,05,-4.26258591,42.09680668,2.25031,3034,0.3034
426,05,-3.82535949,42.07166587,2.170516,2695,0.2695
427,05,-3.82489811,42.07188118,2.170516,2656,0.2656
428,05,-3.82352214,42.07184156,2.170516,2774,0.27740000000000004
429,05,-3.8260664,42.07162838,1.2499,4136,0.4136
430,05,-3.82558367,42.07160321,1.2499,2852,0.2852
431,05,-3.82439687,42.07195922,1.2499,2669,0.2669
432,05,-4.27254326,42.08352779,0.90134168,2831,0.2831
433,05,-4.27217104,42.08376982,0.90134168,2792,0.2792
434,05,-4.2727401,42.08221765,0.76919708,2859,0.2859
435,05,-4.27296015,42.08213388,0.76919708,2859,0.2859
436,05,-4.27268713,42.08182134,0.76919708,2860,0.28600000000000003
437,05,-4.18818016,41.67940897,2.084737099,2589,0.2589
438,05,-4.19362373,41.68047173,2.084737099,3341,0.3341
439,05,-4.18924013,41.67918199,1.159150713,2643,0.26430000000000003
440,05,-4.18916495,41.67936702,1.159150713,2820,0.28200000000000003
441,05,-4.39198699,41.63496173,0.768193567,2664,0.2664
442,05,-4.38717608,41.63689389,0.768193567,2635,0.2635
443,05,-4.38939918,41.63680994,0.768193567,2687,0.2687
444,05,-4.38881488,41.63812854,0.768193567,2483,0.24830000000000002
445,05,-4.39195091,41.63722112,0.768193567,2979,0.2979
